41.9596	26.5034	11887
41.9065	26.5425	11887
41.8699	26.5706	11887
41.8176	26.6193	11887
41.7478	26.6852	11887
41.6982	26.7319	11887
41.6494	26.7782	11887
41.5995	26.8255	11887
41.5495	26.8726	11887
41.4999	26.9189	11887
41.4494	26.9658	11887
41.4018	27.0101	11887
41.3525	27.0559	11887
41.3008	27.1037	11887
41.2513	27.1493	11887
41.2022	27.1950	11887
41.1531	27.2405	11887
41.1002	27.2894	11887
41.0494	27.3361	11887
40.9997	27.3816	11887
40.9491	27.4272	11887
40.8853	27.4761	11887
40.8308	27.5176	11887
40.7754	27.5596	11887
40.7232	27.5991	11887
40.6666	27.6419	11887
40.6133	27.6819	11887
40.5600	27.7219	11887
40.5074	27.7611	11887
40.4545	27.8007	11887
40.4026	27.8398	11887
40.3519	27.8778	11887
40.2996	27.9169	11887
40.2465	27.9565	11887
40.1944	27.9952	11887
40.1397	28.0358	11887
40.0867	28.0749	11887
40.0349	28.1130	11887
39.9814	28.1524	11887
39.9295	28.1907	11887
39.8757	28.2298	11887
39.8218	28.2689	11887
39.7669	28.3089	11887
39.7148	28.3467	11887
39.6624	28.3846	11887
39.6070	28.4247	11887
39.5548	28.4625	11887
39.5022	28.5001	11887
39.4494	28.5381	11895
39.3878	28.5823	11887
39.3293	28.6243	11887
39.2754	28.6629	11887
39.2221	28.7007	11887
39.1713	28.7368	11887
39.1174	28.7752	11887
39.0649	28.8128	11887
39.0126	28.8500	11887
38.9590	28.8881	11887
38.9080	28.9239	11895
38.8562	28.9608	11887
38.8027	28.9988	11887
38.7503	29.0358	11887
38.6977	29.0731	11887
38.6450	29.1102	11887
38.5929	29.1467	11887
38.5410	29.1832	11887
38.4861	29.2217	11887
38.4322	29.2595	11887
38.3812	29.2949	11887
38.3271	29.3325	11758
38.2768	29.3679	11605
38.2224	29.4060	11392
38.1741	29.4396	11049
38.1235	29.4744	10729
38.0749	29.5077	10424
38.0259	29.5415	10119
37.9785	29.5741	9837
37.9321	29.6063	9571
37.8893	29.6361	9296
37.8433	29.6678	9022
37.8086	29.6921	8710
37.7830	29.7152	8527
37.7631	29.7381	8367
37.7276	29.7829	8070
37.6895	29.8309	7719
37.6513	29.8793	7361
37.6173	29.9202	7079
37.5822	29.9599	6805
37.5471	30.0002	6538
37.5135	30.0391	6287
37.4786	30.0796	6027
37.4458	30.1178	5745
37.4085	30.1609	5448
37.3751	30.1992	5014
37.3352	30.2454	4663
37.3017	30.2839	4412
37.2668	30.3240	4138
37.2338	30.3616	3879
37.2016	30.3986	3642
37.1700	30.4347	3452
37.1313	30.4754	3315
37.0981	30.5069	3170
37.0763	30.5272	2934
37.0425	30.5595	2751
37.0112	30.5890	2598
36.9821	30.6173	2393
36.9547	30.6438	2187
36.9305	30.6658	1981
36.9120	30.6689	1875
36.8938	30.6659	1791
36.8758	30.6640	1707
36.8601	30.6620	1600
36.8287	30.6579	1410
36.7989	30.6535	1158
36.7729	30.6509	869
36.7585	30.6568	754
36.7482	30.6745	671
36.7458	30.7037	556
36.7436	30.7363	480
36.7484	30.7537	442
36.7631	30.7686	419
36.7778	30.7757	419
36.7941	30.7784	427
36.8097	30.7802	427
36.8348	30.7836	343
36.8382	30.7841	365
36.8900	30.7913	15
